"title","body","rating","review_date","source","curated","reviewer_name","reviewer_email","product_id","product_handle","reply","reply_date","picture_urls","ip_address","location","metaobject_handle"
"Works great and no scent.","This stuff is great. Firm hold, hair looks dry, not wet and greasy. Best part is there is no scent. I hate hair products that I smell all day. And this stuff is more affordable than similar products. Will buy again.","5","2024-08-20 16:00:00 UTC","wizard","ok","giuseppe bianco","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-7b953bf9-caaf-4049-8e60-57112a784d98"
"Great hold and no scent","This pomade has great hold and no scent. Finally found a hair product that doesn’t smother you with a strong scent all day. Also noticed that my scalp wasn’t all itchy while using this.","5","2024-07-27 16:00:00 UTC","wizard","ok","Amazon Customer","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-61b49872-101d-4708-bf5a-a348b42244f6"
"Great hold - new favorite hair product - would recommend!","I got this as a gift and it has become my new go-to for hair product. It doesn't take much to have a strong hold that last days. Not greasy like come other products. It held up well against my extra thick hair. The picture I'm including is from 24 hours after applying it for the first time.

It's also the perfect size for travel if you have to get on a plane.

It's a great value because a small amount goes a long way.

I do collect hair products from time to time and plan on trying the other options from this brand.","5","2024-07-11 16:00:00 UTC","wizard","ok","Amazon Customer","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-b318cc2a-b9d6-46d6-ae4b-4cde3fdec84f"
"Fragrance-free and does the job!","I appreciate that someone is making hair care products without toxic fragrances. I find the product works best when fingers are first wetted. Also, don’t leave the lid off for an extended period of time or it will become unusable.","5","2024-07-01 16:00:00 UTC","wizard","ok","Courtney Spoon","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-79cd6f75-2f66-4079-94f3-572c9c66127e"
"Make sure to use dry hands before dipping fingers into the pomade.....","This pomade is excellent; no scent at all, not a heavy feel. Just make sure to use COMPLETELY DRY HANDS BEFORE dipping fingers into the pomade and then make sure to rub the pomade into your fingers until it turns into a clear paste and then apply thru hair; after that first step you can then wet your hands and run fingers through your hair for a more texturized look. My hair is straight and thick and I have a pixie cut but this pomade is the perfect consistency/hold for it. The main thing is to first use completely dry hands when getting the pomade onto your finger tips and then rub fingers together for a clear paste. I love this stuff!","5","2024-03-31 16:00:00 UTC","wizard","ok","audit84","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-9dcad800-ebca-4753-851b-5a420656a617"
"Great hold-no smell","I tried this after a friend of mine recommended it and its great. The hold is exactly what I wanted and the best part is there is no smell. It also wazhes out easily. Its my new go to.","5","2024-06-23 16:00:00 UTC","wizard","ok","Purchaser’s opinion","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-9be98dce-24c7-4f99-a589-8f0f0ceb7fd2"
"Works great","This doesn’t make your hair feel oily or sticky. When you comb and blow dry it feels natural. At first you think you need a lot but I found very little is needed on your hands.","5","2024-03-15 16:00:00 UTC","wizard","ok","Johnny B","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-56253459-e708-4c3d-8933-eb71ec14c510"
"Just as described","I ordered this from the UK as it's not available here. I found it recommended on a forum online. It's just as described, as in it does not have any detectable scent during application or after. I also find it very easy to wash off my hair. It's completely matte when it dries off and it provides exactly the look I was going for. The hold is better than the gel from a different brand I was using before, but it's not a perfect hold. Although this might be because I don't use enough product. Ultimately, I am not fussed about the perfect hold if it provides me with a good enough hold but with the added fundamental benefits of no scent, being easy to wash off, and being non-comodogenic. This is a great product that I would not hesitate to recommend. The only downside is that it's not available in the UK, so I need to pay shipping costs plus custom tax.","5","2023-12-02 16:00:00 UTC","wizard","ok","Amazon Customer","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-c866c09f-20af-43d2-a51a-e5feb5442db3"
"Not sticky or flakey","Works great","5","2024-04-17 16:00:00 UTC","wizard","ok","Amazon Customer","support+anonymous@judge.me","2020782506057","new-matte-cream-pomade-non-comedogenic-fragrance-free-combo-pack","","","","","","review-e5da9231-9e84-406c-a9e9-ac09815c6ed3"
"Great product!","Have been looking for something that would provide medium hold and make the hair look natural. Came across this a while ago and have been using this since over an year now. Happy with the product, its easy to put on damp hair, and brush in, and comes off very easily when you shower.","5","2024-03-08 16:00:00 UTC","wizard","ok","Syed A.","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-cb6e9717-a6f3-4f0b-a047-7e73a40f77b5"
"good stuff","my go to for adding structure to thinning hair","5","2024-04-05 16:00:00 UTC","wizard","ok","JOENBEE","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-4f616f4f-59cc-4d57-b9b6-14583adc978d"
"Best hair product","Love this stuff it holds very well and has a matte finish. Better than clay because you don�t have to mix it and can apply right out of the container","5","2024-07-24 16:00:00 UTC","wizard","ok","dipak patel","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-5b1ecd7f-ff26-403c-8f65-20444f813150"
"Perfect texture","Other pomades I've tried are usually chalky and it usually doesnt mix well in my hand or my hair. Challenger is the perfect texture for a cream/pomade. The medium firm hold doesnt leave my hair hard and stuck together, it allows my hair to flow naturally instead of being ""frozen"", yet it still holds its shape well all day. And I have very thick black hair. I've tried many pomades and this is the one I have stuck with for 3+ years now and I absolutely love it (even over Crew, and its way cheaper). 10/10 highly recommend.","5","2024-03-10 16:00:00 UTC","wizard","ok","Collin Tovar, @collintovar","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-bb92f493-ab7d-4a13-8da1-023b8f4f4e86"
"Gets the job done","Little goes a long way, best when hair is just a tiny bit damp.","5","2024-09-13 16:00:00 UTC","wizard","ok","Amazon Customer","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-c2cf8cd3-11cd-4c3b-b256-d850c8444f26"
"Very legit","I have thick hair that usually requires a super firm type of product to style effectively. Just began using this product looking for a less ""slick"" look for my hair & also because my scalp tends to get irritated by many of the heavier hold hair products. Still early days but so far I'm a huge fan... Easy to apply, holds my hair in place all day & night, no messy residue on my hair/comb or anything causing skin irritation. Very nice matte look & it has almost zero scent, so no clashes with cologne, etc.

5 stars for working exactly as advertised!","5","2024-11-15 16:00:00 UTC","wizard","ok","NSB","support+anonymous@judge.me","10858784149","challenger-blue-1-5oz-on-the-go-styling-cream-medium-firm-hold-w-natural-matte-finish","","","","","","review-5ecd10de-dfc7-4748-bbb2-a9fae206d0cf"
"","Solid product and shipping was quick. Will purchase from Challenger again!","5","2025-02-06 18:06:26 UTC","shop-app","ok","Emanuel Itzhakian","emanuel@amrlabs.com","11798605973","challenger-shine-1-5-oz","","","","","","shop-2519111-184131264-50f4d6dc-8503-4943-8b3c-da07a4302e55"
"","Fast shipping, quality ingredients. Hair smells fresh and feels healthier after multiple uses.","5","2025-02-22 03:56:25 UTC","shop-app","ok","Jeremy Errico","j.n.errico@gmail.com","178796265493","combo-pack-shampoo-and-conditioner","","","","","","shop-2519111-187997054-d278103a-6ad4-4625-a97e-313b80aabbda"
"Excellent Product","I am very sensitive to colognes and perfumes and as such I was looking for a product a pomade that was unscented and wasn’t full of bad toxic products that actually held my very thick short hair. This product is amazing. It is a white cream style pomade that doesn’t have any shine so it looks like I don’t have product in my hair but I do, it doesn’t smell like anything and it holds my hair in place very well. I am going to be sticking to this product from here on out. I am very impressed.","5","2025-01-28 16:00:00 UTC","wizard","ok","Kimberly Eddo","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-a628d1db-586b-492d-a399-b5873025970f"
"Good Hold","I especially like that this cream has no fragrance. I study a lot of health information, and the health experts are clear and unequivocal about the dangers of the fragrances in our products. I am a woman and I bought this product after a short haircut gave me a bad case of the ""spikes."" My straight hair was sticking up all over like I had a bad case of static electricity. That's just the way it falls with this short hairdo.

This product has good hold but not great hold. I would prefer something stronger, but this was the strongest I could find and it has significantly stronger hold than a gel product I bought. A long time ago I had a hair wax by Jason brand; it had that magnificent hold I need, but I could no longer find it. This is a good enough replacement, and when I need to look good I am pleased to have this. I don't feel like I am harming my health by using it; the product has a clear, pure feeling. My brain is more important to me than my hair, so that is a priority.","4","2025-01-16 16:00:00 UTC","wizard","ok","Lilac","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-2bd49444-0a51-430a-932c-f1e149f50190"
"No strong scent!","I’m very sensitive to strong fragrances, and I’ve been looking for a good pomade for my husband and 3 boys. Finally found one that doesn’t smell! 🤗 thought it was a little pricey at first, but the 3oz is pretty large and doesn’t seem to take as much as previous pomades we’ve used. Very happy with this product! Note that it dries pretty quickly so I find it works best in damp hair.","5","2025-03-17 16:00:00 UTC","wizard","ok","Rebekah","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-c3ce290a-f026-4100-a154-cd9481bae274"
"New go to product","I just found Clean by Challenger and I absolutely love it! This is the only one that actually holds all day, washes out easily and leaves my skin clear! Highly suggest.","5","2025-03-12 16:00:00 UTC","wizard","ok","James Haffner","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-6797cf47-7eb3-4535-b9d9-89aba2c5faa9"
